trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
309,False,"{'a': 0.35, 'e': 0.22750000000001042}",20,9,15.405866176159366,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.35, 'e': 0.22500000000001041}",20,1,9.087151437523886,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
311,False,"{'a': 0.35, 'e': 0.2225000000000104}",20,9,8.712630706317587,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.35, 'e': 0.2200000000000104}",30,3,15.72621966218687,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
313,False,"{'a': 0.35, 'e': 0.2175000000000104}",35,10,-44.96009878447759,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",1
314,False,"{'a': 0.35, 'e': 0.2150000000000104}",30,12,-12.400227170680806,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
315,False,"{'a': 0.35, 'e': 0.2125000000000104}",25,16,14.7860972312489,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.35, 'e': 0.2100000000000104}",20,15,11.129251000225025,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.35, 'e': 0.2075000000000104}",20,13,14.667653400085921,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.35, 'e': 0.2050000000000104}",20,0,20.423240161913082,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
319,False,"{'a': 0.35, 'e': 0.2025000000000104}",20,0,-43.88137656302748,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
320,False,"{'a': 0.35, 'e': 0.2000000000000104}",25,1,-50.76198621682488,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 2}",1
321,False,"{'a': 0.35, 'e': 0.1975000000000104}",20,10,19.179190810649676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.35, 'e': 0.1950000000000104}",20,7,14.364742580766237,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.35, 'e': 0.19250000000001039}",20,0,-3.120968877534944,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
324,False,"{'a': 0.35, 'e': 0.19000000000001038}",30,17,21.76286826420294,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.35, 'e': 0.18750000000001038}",20,12,-26.416542003883293,"{0: 6, 1: 0, 2: 0, 3: 2, 4: 0}",1
326,False,"{'a': 0.35, 'e': 0.18500000000001038}",20,7,22.947734546838813,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.35, 'e': 0.18250000000001038}",35,18,-21.78152794175583,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 0}",1
328,False,"{'a': 0.35, 'e': 0.18000000000001037}",30,16,-17.241507407839496,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
329,False,"{'a': 0.35, 'e': 0.17750000000001037}",30,13,29.01742623364237,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.35, 'e': 0.17500000000001037}",20,8,-4.662768169314809,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.35, 'e': 0.17250000000001037}",30,23,14.325095251533348,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.35, 'e': 0.17000000000001037}",25,19,-28.74135795759343,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.35, 'e': 0.16750000000001036}",20,9,-40.221400392017564,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
334,False,"{'a': 0.35, 'e': 0.16500000000001036}",30,13,-32.638960917379634,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 1}",1
335,False,"{'a': 0.35, 'e': 0.16250000000001036}",20,0,33.13822341342539,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
336,False,"{'a': 0.35, 'e': 0.16000000000001036}",30,20,15.747442841327736,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.35, 'e': 0.15750000000001035}",20,5,28.710856898765506,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.35, 'e': 0.15500000000001035}",25,15,15.429631214236618,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.35, 'e': 0.15250000000001035}",20,4,6.476431678357416,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.35, 'e': 0.15000000000001035}",20,6,27.98269917782481,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.35, 'e': 0.14750000000001035}",20,12,-17.963298662982268,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
342,False,"{'a': 0.35, 'e': 0.14500000000001034}",25,18,12.44118982257519,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.35, 'e': 0.14250000000001034}",20,0,-6.980708769054538,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
344,False,"{'a': 0.35, 'e': 0.14000000000001034}",30,11,19.94785377411449,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.35, 'e': 0.13750000000001034}",20,15,4.206732268726645,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.35, 'e': 0.13500000000001033}",25,19,-0.338969979930424,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.35, 'e': 0.13250000000001033}",20,16,8.255507544543713,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.35, 'e': 0.13000000000001033}",20,16,7.862959795043077,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.35, 'e': 0.12750000000001033}",30,6,-2.014230499861334,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
350,False,"{'a': 0.35, 'e': 0.12500000000001033}",25,0,36.08260622534492,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.35, 'e': 0.12250000000001032}",20,4,17.68657438562732,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.35, 'e': 0.12000000000001032}",20,12,15.571977188704437,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.35, 'e': 0.11750000000001032}",20,7,22.94940123710392,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.35, 'e': 0.11500000000001032}",30,20,-27.19201704788967,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
355,False,"{'a': 0.35, 'e': 0.11250000000001031}",25,15,17.705030860410158,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.35, 'e': 0.11000000000001031}",30,15,26.19421118084279,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.35, 'e': 0.10750000000001031}",20,14,13.834116479491703,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.35, 'e': 0.10500000000001031}",30,0,38.57133904217855,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.35, 'e': 0.1025000000000103}",30,13,-2.384403272394537,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
360,False,"{'a': 0.35, 'e': 0.1000000000000103}",25,9,-18.7897986889105,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
361,False,"{'a': 0.35, 'e': 0.0975000000000103}",25,12,-104.2950057981342,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 3}",1
362,False,"{'a': 0.35, 'e': 0.0950000000000103}",25,18,12.934753274777462,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.35, 'e': 0.0925000000000103}",20,9,18.771835382823415,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.35, 'e': 0.0900000000000103}",20,14,12.229960367633502,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.35, 'e': 0.08750000000001029}",20,10,16.86397359781848,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.35, 'e': 0.08500000000001029}",25,17,13.51678480706164,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.35, 'e': 0.08250000000001029}",25,13,10.986344964647506,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.35, 'e': 0.08000000000001029}",30,16,-37.548553234758856,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
369,False,"{'a': 0.35, 'e': 0.07750000000001028}",20,0,-14.0629269428149,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
370,False,"{'a': 0.35, 'e': 0.07500000000001028}",25,7,32.587091992301055,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.35, 'e': 0.07250000000001028}",20,16,6.432097211847101,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.35, 'e': 0.07000000000001028}",25,18,13.870493894170622,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.35, 'e': 0.06750000000001027}",20,16,8.883258405640973,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.35, 'e': 0.06500000000001027}",20,8,19.504338145507326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.35, 'e': 0.06250000000001027}",20,11,16.335240257431952,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.35, 'e': 0.06000000000001027}",25,13,16.116552298188616,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.35, 'e': 0.057500000000010265}",20,13,12.696712669743125,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.35, 'e': 0.05500000000001026}",30,4,31.52244404527199,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.35, 'e': 0.05250000000001026}",20,6,21.708268103146036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.35, 'e': 0.05000000000001026}",25,20,9.666941633741844,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.35, 'e': 0.047500000000010256}",25,8,2.807793988195641,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
382,False,"{'a': 0.35, 'e': 0.045000000000010254}",20,9,19.365454730253873,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.35, 'e': 0.04250000000001025}",20,12,15.161747955662518,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.35, 'e': 0.04000000000001025}",20,13,16.171241286759333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.35, 'e': 0.03750000000001025}",25,7,23.533184367707513,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.35, 'e': 0.035000000000010245}",20,7,19.078766835029235,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.35, 'e': 0.03250000000001024}",20,10,17.304430666927736,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.35, 'e': 0.030000000000010244}",20,12,16.90738677070327,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.35, 'e': 0.027500000000010245}",30,20,18.551271842433604,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.35, 'e': 0.025000000000010247}",20,13,16.74750489567976,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.35, 'e': 0.022500000000010248}",25,11,-14.874781908390883,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
392,False,"{'a': 0.35, 'e': 0.02000000000001025}",20,0,34.6866766944229,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
393,False,"{'a': 0.35, 'e': 0.01750000000001025}",35,9,47.46123664336127,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.35, 'e': 0.01500000000001025}",30,10,26.845223354777655,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.35, 'e': 0.01250000000001025}",25,16,15.17487927538359,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.35, 'e': 0.010000000000010249}",25,17,16.059516079894074,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.35, 'e': 0.0075000000000102485}",25,15,16.791866059902265,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.35, 'e': 0.005000000000010248}",20,9,17.28031521410347,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.35, 'e': 0.002500000000010248}",20,6,25.336567084175627,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.35, 'e': 1.0247878934332988e-14}",25,13,26.25524313930489,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.35, 'e': 0.0}",25,11,28.318828339825377,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.35, 'e': 0.0}",20,0,24.69060117280941,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0.35, 'e': 0.0}",20,11,14.30768924251638,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.35, 'e': 0.0}",20,14,10.526797702259714,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.35, 'e': 0.0}",25,16,14.86442280122926,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.35, 'e': 0.0}",20,8,20.631924930966864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.35, 'e': 0.0}",20,11,15.910363219453956,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.35, 'e': 0.0}",20,12,16.24833499428415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.35, 'e': 0.0}",20,2,30.168603881915796,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.35, 'e': 0.0}",20,6,24.738693641150242,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.35, 'e': 0.0}",25,16,15.200652406970631,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.35, 'e': 0.0}",25,14,20.685317209798583,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.35, 'e': 0.0}",20,12,16.564952879298566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.35, 'e': 0.0}",30,23,14.096946177489254,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.35, 'e': 0.0}",20,13,13.342927459952168,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.35, 'e': 0.0}",20,10,19.737322035780675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.35, 'e': 0.0}",25,12,24.294685370975813,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.35, 'e': 0.0}",35,23,20.729521011856693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.35, 'e': 0.0}",25,11,27.053198661522273,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.35, 'e': 0.0}",25,15,16.455898663589068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.35, 'e': 0.0}",20,14,9.714786043829744,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.35, 'e': 0.0}",20,13,16.524701938391523,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.35, 'e': 0.0}",20,12,15.132593649059524,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.35, 'e': 0.0}",25,17,17.494827500083105,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.35, 'e': 0.0}",20,0,33.859713151063005,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
26,True,"{'a': 0.35, 'e': 0.0}",20,13,-7.383664261999787,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
27,True,"{'a': 0.35, 'e': 0.0}",20,8,20.4737765326126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.35, 'e': 0.0}",20,0,32.47926747400513,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,True,"{'a': 0.35, 'e': 0.0}",20,16,7.663492926236888,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.35, 'e': 0.0}",20,11,18.719595611133144,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.35, 'e': 0.0}",35,17,22.401531327920207,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
32,True,"{'a': 0.35, 'e': 0.0}",20,7,21.11651201157888,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.35, 'e': 0.0}",30,13,25.754312261862218,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.35, 'e': 0.0}",25,11,25.42913952942735,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.35, 'e': 0.0}",20,11,16.93324096637254,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.35, 'e': 0.0}",20,6,25.434904959957898,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.35, 'e': 0.0}",25,13,23.497055965218912,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.35, 'e': 0.0}",20,5,24.628547516396814,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.35, 'e': 0.0}",20,9,23.654178377721486,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
